时间,燃,弹,钢,铝,高速建造,高速修复,资材,螺丝
2016/08/03 13:47:06,278273,209947,268881,187307,1255,1413,1259,5
2016/08/03 12:42:10,278405,209313,268357,187169,1255,1412,1259,5
2016/08/03 01:06:40,278449,209235,268327,187031,1255,1411,1259,5
2016/08/03 00:04:09,278513,209057,268267,186893,1255,1410,1259,5
2016/08/02 23:02:21,278098,207409,266737,186067,1255,1409,1255,5
2016/08/02 21:27:22,278130,210721,269451,185929,1255,1407,1255,5
2016/08/02 19:31:50,278930,210489,268971,185541,1255,1405,1254,5
2016/08/02 14:08:47,278874,210310,268841,185303,1255,1405,1253,5
2016/08/02 13:00:48,278804,210124,268752,185253,1255,1403,1251,5
2016/08/02 12:28:04,279249,210027,268207,185115,1254,1403,1251,5
2016/08/02 01:05:05,279140,209469,267566,184645,1252,1400,1250,5
2016/08/02 00:00:07,278395,208572,266660,183842,1252,1396,1248,4
2016/08/01 23:02:22,277843,208732,266622,183504,1251,1395,1248,4
2016/08/01 22:00:49,277774,208475,266071,182968,1251,1393,1240,4
2016/08/01 21:24:26,278249,208423,265420,182780,1250,1391,1238,4
2016/08/01 01:00:37,278107,208149,264598,182042,1248,1384,1232,4
2016/08/01 00:00:59,278133,208060,264468,181942,1248,1383,1231,4
2016/07/31 23:54:33,278133,207305,263973,181804,1248,1382,1231,4
2016/07/31 14:00:56,278209,207377,263994,181804,1248,1382,1231,4
2016/07/31 13:46:35,278589,207169,263449,181666,1247,1382,1231,4
2016/07/31 02:00:14,278589,207169,263449,181666,1247,1382,1231,4
2016/07/31 01:01:20,278486,206028,262299,181288,1246,1380,1231,4
2016/07/31 00:00:04,278558,205860,262093,181100,1245,1380,1230,4
2016/07/30 23:00:12,278329,205381,261549,180554,1244,1374,1226,4
2016/07/30 22:38:20,278641,205018,260954,180266,1244,1374,1224,4
2016/07/30 14:20:56,279125,204928,260448,180128,1243,1373,1224,4
2016/07/30 01:00:15,279171,204853,260418,179990,1243,1372,1224,4
2016/07/30 00:01:25,277282,204459,260409,179882,1243,1372,1225,4
2016/07/29 23:05:03,277025,203163,259211,179206,1242,1368,1222,4
2016/07/29 22:05:36,277094,202990,259109,179067,1242,1368,1222,4
2016/07/29 21:01:25,277651,202773,258584,178741,1242,1368,1221,4
2016/07/29 15:02:33,277634,202630,258376,178689,1242,1366,1220,4
2016/07/29 14:07:39,277857,202755,258154,178451,1241,1364,1218,4
2016/07/29 13:44:50,277981,202112,257659,178313,1241,1363,1218,4
2016/07/29 01:00:24,277969,201944,257475,178282,1241,1362,1216,4
2016/07/29 00:05:56,277738,200896,256316,177766,1240,1359,1216,4
2016/07/28 23:01:48,277561,200470,255916,177418,1239,1356,1215,4
2016/07/28 22:00:51,277879,200747,255856,177200,1238,1356,1213,4
2016/07/28 21:54:06,278003,200101,255361,177062,1238,1356,1213,4
2016/07/28 14:20:44,277862,199722,255118,176744,1238,1352,1210,4
2016/07/28 13:16:34,277986,199076,254623,176606,1238,1351,1210,4
2016/07/28 08:30:43,278451,198919,254119,176468,1237,1350,1210,4
2016/07/27 23:00:21,278147,198486,253305,175600,1237,1343,1215,7
2016/07/27 22:26:18,278184,197641,252556,175318,1236,1341,1211,7
2016/07/27 18:34:14,278383,197879,252426,175030,1236,1341,1209,7
2016/07/27 17:18:04,278507,197236,251931,174892,1236,1340,1209,7
2016/07/27 12:02:46,278646,197588,251681,174692,1235,1340,1207,6
2016/07/27 11:53:18,278770,196946,251186,174554,1235,1339,1207,6
2016/07/27 03:07:27,278814,196867,251156,174416,1235,1339,1207,6
2016/07/27 02:04:31,279543,197291,251517,174431,1235,1338,1216,12
2016/07/27 01:11:01,280158,197203,251065,174320,1235,1337,1216,12
2016/07/27 00:05:21,280213,197004,250941,174176,1235,1336,1216,12
2016/07/26 23:02:54,280870,197451,250676,173688,1234,1337,1213,11
2016/07/26 22:00:02,280191,197576,250033,173255,1233,1333,1209,9
2016/07/26 21:02:03,279551,197314,249685,172629,1232,1330,1209,9
2016/07/26 20:19:37,280025,197022,249190,172441,1232,1329,1208,9
2016/07/26 19:04:41,280025,196922,249160,172441,1232,1329,1208,9
2016/07/26 14:00:46,279711,196572,248517,172191,1231,1324,1207,9
2016/07/26 13:00:26,279543,196169,248126,171853,1231,1323,1205,9
2016/07/26 12:00:09,279898,196813,248119,171575,1229,1320,1202,9
2016/07/26 11:59:46,279898,196058,247624,171437,1229,1320,1202,9
2016/07/26 03:00:04,279830,195207,247099,171337,1227,1320,1200,9
2016/07/26 02:01:59,279789,195166,246928,171192,1227,1319,1200,9
2016/07/26 01:10:04,279150,194619,246276,170404,1227,1318,1195,9
2016/07/26 00:15:40,278806,193300,244884,169896,1226,1315,1196,11
2016/07/25 21:00:57,278652,193258,244858,169788,1226,1315,1197,11
2016/07/25 20:36:49,278719,193531,245193,169530,1225,1313,1198,11
2016/07/25 19:02:38,279088,193844,245200,169292,1224,1312,1196,11
2016/07/25 18:05:20,279138,193767,245181,169154,1224,1312,1196,11
2016/07/25 17:00:03,279138,193157,244643,169016,1224,1311,1196,11
2016/07/25 16:01:22,279098,192716,244157,168560,1224,1308,1196,11
2016/07/25 15:01:42,279044,192432,243760,168322,1224,1305,1195,11
2016/07/25 14:13:32,278621,191722,243506,168000,1224,1303,1192,11
2016/07/25 13:52:36,278665,191645,243476,167862,1224,1302,1192,11
2016/07/25 12:37:12,278050,191932,243080,167052,1223,1300,1192,11
2016/07/25 01:01:44,278215,191763,243176,166914,1223,1299,1192,11
2016/07/25 00:04:41,277746,191813,242708,166636,1223,1297,1192,11
2016/07/24 23:01:46,276916,191960,242346,166462,1223,1297,1187,5
2016/07/24 22:01:34,276471,192422,241620,166216,1222,1294,1187,5
2016/07/24 21:00:27,275595,192414,241140,166028,1221,1293,1186,5
2016/07/24 20:46:45,275653,192427,241423,165900,1221,1292,1188,5
2016/07/24 19:01:52,275658,192316,241199,166150,1221,1291,1195,10
2016/07/24 18:05:41,275485,192608,240179,165233,1220,1289,1192,8
2016/07/24 17:04:14,275487,192988,239882,164411,1220,1287,1190,8
2016/07/24 16:00:36,275352,193576,240212,163895,1219,1284,1189,8
2016/07/24 15:34:03,274979,193999,239737,163607,1219,1283,1186,8
2016/07/24 11:38:30,274718,194690,239323,163469,1218,1283,1186,8
2016/07/24 01:09:25,274708,194435,239032,163541,1217,1281,1194,12
2016/07/24 00:00:03,274110,194511,237915,163349,1217,1278,1193,12
2016/07/23 23:00:30,273692,194689,237893,162383,1215,1273,1192,12
2016/07/23 22:05:31,273618,194492,237703,162165,1215,1269,1190,12
2016/07/23 21:47:00,273006,194501,237328,162027,1215,1269,1190,12
2016/07/23 18:19:02,273356,194741,237340,161839,1215,1269,1189,12
2016/07/23 17:23:20,272729,194830,236865,161601,1215,1268,1188,12
2016/07/23 03:04:25,272670,195303,236733,161275,1214,1268,1187,12
2016/07/23 02:00:04,272081,195216,236335,161137,1214,1268,1187,12
2016/07/23 01:14:36,272169,195060,236275,160861,1214,1267,1187,12
2016/07/23 00:05:03,272348,195062,236103,160723,1214,1265,1187,12
2016/07/22 23:12:41,271890,195029,235428,160447,1214,1265,1185,12
2016/07/22 21:00:08,271963,195023,235235,160397,1214,1263,1184,12
2016/07/22 20:08:52,271471,195095,234700,160121,1214,1262,1184,12
2016/07/22 19:04:35,271491,194995,234670,160121,1214,1261,1184,12
2016/07/22 18:01:28,271585,194972,234612,159845,1214,1261,1184,12
2016/07/22 17:03:56,271845,195076,234311,159557,1214,1260,1184,12
2016/07/22 16:00:46,271332,195067,233602,159275,1214,1260,1184,12
2016/07/22 15:02:36,271456,194922,233410,159107,1213,1260,1184,12
2016/07/22 14:01:10,271266,195546,233526,158505,1210,1255,1182,12
2016/07/22 13:56:59,270654,195560,233151,158367,1210,1254,1182,12
2016/07/22 02:06:54,270740,195482,233121,158229,1210,1253,1182,12
2016/07/22 01:07:32,272065,197432,232914,158197,1210,1254,1179,9
2016/07/22 00:04:54,271896,196693,232740,157111,1209,1253,1172,6
2016/07/21 23:20:38,271304,196606,232335,156973,1209,1252,1172,6
2016/07/21 18:04:39,271034,197349,231822,155957,1209,1263,1172,3
2016/07/21 17:05:50,270412,197104,231176,155439,1208,1260,1172,3
2016/07/21 16:00:53,269863,197901,231175,154798,1208,1260,1167,3
2016/07/21 15:02:03,268405,197807,230053,153718,1207,1258,1159,1
2016/07/21 14:00:24,267516,197806,230042,153224,1203,1252,1165,8
2016/07/21 13:45:10,267917,198255,229962,153224,1202,1251,1165,8
2016/07/21 12:50:40,266987,197902,229553,153190,1202,1251,1165,8
2016/07/21 02:05:09,265653,197417,228787,152806,1202,1247,1164,8
2016/07/21 01:06:11,265702,197225,228712,152806,1202,1245,1164,8
2016/07/21 00:03:33,265205,196229,228096,152442,1201,1244,1161,8
2016/07/20 23:09:06,263975,195299,227022,152108,1200,1240,1160,8
2016/07/20 21:00:07,263872,195082,226745,152008,1200,1240,1159,8
2016/07/20 20:25:13,263500,194894,227003,151904,1200,1237,1158,8
2016/07/20 19:00:15,263724,195483,227401,151814,1199,1235,1158,8
2016/07/20 18:40:56,262879,195241,226992,151780,1199,1235,1158,8
2016/07/20 13:29:29,262653,194919,226828,151646,1199,1234,1157,8
2016/07/20 12:00:12,262693,194719,226768,151646,1199,1233,1157,8
2016/07/20 11:28:38,261950,194783,226309,151612,1198,1232,1157,8
2016/07/20 00:03:06,262058,194670,226185,151612,1198,1232,1157,8
2016/07/19 23:02:29,261067,194506,226250,151118,1196,1225,1154,8
2016/07/19 21:41:47,260137,194145,225841,151084,1196,1224,1154,8
2016/07/19 16:01:12,260520,194592,225808,151084,1195,1224,1154,8
2016/07/19 15:38:22,259590,194227,225399,151050,1195,1224,1154,8
2016/07/15 10:04:48,256270,194381,224164,148891,1193,1205,1147,8
2016/07/15 09:33:33,255320,193968,223775,148807,1193,1203,1145,8
2016/07/15 05:03:11,256024,194419,224242,148807,1192,1201,1145,8
2016/07/15 04:05:51,255094,194058,223833,148773,1192,1200,1145,8
2016/07/15 03:10:46,254895,193505,223837,148709,1192,1197,1145,8
2016/07/15 02:17:42,254932,193428,223803,148709,1192,1197,1145,8
2016/07/15 01:33:44,254002,193067,223394,148675,1192,1197,1145,8
2016/07/15 00:06:12,254053,193005,223374,148675,1192,1196,1145,8
2016/07/14 23:06:32,253903,192641,223181,148591,1192,1197,1144,8
2016/07/14 22:40:59,254263,193061,223151,148591,1192,1197,1144,8
2016/07/14 21:55:19,253183,192400,222442,148407,1192,1197,1144,8
2016/07/14 18:46:28,252253,192139,222063,148373,1192,1197,1144,8
2016/07/14 16:01:27,251975,191750,221999,148339,1192,1197,1144,8
2016/07/14 15:30:08,252561,192784,222385,148884,1192,1199,1144,8
2016/07/14 14:08:57,253807,193175,223858,149427,1192,1207,1143,8
2016/07/14 13:00:00,253851,194135,223873,149292,1188,1203,1143,10
2016/07/14 12:50:28,253091,194008,223464,149258,1188,1203,1143,10
2016/07/13 15:08:10,252813,193563,223400,149224,1188,1202,1143,10
2016/07/13 14:26:59,252833,193463,223370,149224,1188,1202,1143,10
2016/07/13 13:06:08,251923,193010,222931,149190,1188,1200,1143,10
2016/07/13 12:37:29,251943,192910,222901,149190,1188,1200,1143,10
2016/07/13 11:00:15,251477,192155,222451,148956,1188,1200,1141,10
2016/07/13 10:04:11,250190,192493,222044,148297,1186,1197,1136,8
2016/07/13 00:00:23,250228,192415,222005,148297,1186,1197,1136,8
2016/07/12 23:02:10,249352,192176,221290,148197,1184,1196,1134,8
2016/07/12 22:21:26,248944,191331,220896,148013,1184,1194,1134,8
2016/07/12 21:00:08,248574,190686,220161,147671,1184,1194,1130,5
2016/07/12 20:05:39,248359,191160,219895,147741,1184,1193,1128,5
2016/07/12 19:56:12,248081,190715,219831,147707,1184,1193,1128,5
2016/07/12 15:11:36,246968,189364,218410,147232,1184,1190,1126,6
2016/07/12 14:17:40,246397,189458,217921,147198,1183,1189,1126,6
2016/07/12 00:12:53,245826,188998,217672,147414,1182,1192,1130,8
2016/07/11 23:00:11,244226,189656,216882,147157,1182,1190,1130,4
2016/07/11 22:00:00,243666,188826,216425,146275,1181,1187,1128,4
2016/07/11 21:25:53,243002,188379,216300,146234,1181,1187,1128,4
2016/07/11 20:25:46,242394,188392,215891,146150,1181,1186,1127,4
2016/07/11 15:03:20,242403,188422,215891,146150,1181,1186,1127,4
2016/07/11 14:51:47,241278,188029,215482,146116,1181,1185,1127,4
2016/07/11 13:04:39,241159,187804,215175,146026,1180,1183,1127,4
2016/07/11 12:00:50,240394,188185,215543,145612,1179,1179,1124,4
2016/07/11 11:01:03,240807,188609,215463,145612,1178,1179,1124,4
2016/07/11 10:57:50,239738,188164,215054,145578,1178,1178,1124,4
2016/07/10 23:04:27,237773,189668,214690,144815,1175,1172,1130,3
2016/07/10 22:05:18,237371,188981,214396,144681,1175,1171,1129,3
2016/07/10 21:01:24,237241,188581,214066,144531,1175,1170,1129,3
2016/07/10 20:06:29,236348,188150,213620,144497,1175,1169,1129,3
2016/07/10 19:52:54,236368,188050,213590,144497,1175,1169,1129,3
2016/07/10 18:49:08,236090,187605,213526,144463,1175,1169,1129,3
2016/07/10 17:00:06,235375,187520,213100,144413,1175,1167,1127,3
2016/07/10 16:15:13,235388,187305,212906,144229,1175,1167,1125,3
2016/07/10 15:45:08,235475,187276,212876,144229,1175,1166,1125,3
2016/07/10 14:32:57,234817,187436,212417,144195,1174,1165,1125,3
2016/07/10 00:02:16,233885,187215,212543,144122,1173,1160,1125,2
2016/07/09 23:05:01,233131,187065,212118,144072,1172,1160,1124,2
2016/07/09 22:31:49,233532,187420,212210,144413,1172,1161,1124,2
2016/07/09 21:12:53,236887,188620,216185,144793,1172,1170,1124,2
2016/07/09 20:44:12,237354,188797,217562,144989,1172,1175,1124,2
2016/07/09 19:21:52,237374,188697,217532,144989,1172,1175,1124,2
2016/07/09 18:09:00,240930,190282,221526,145790,1172,1185,1124,2
2016/07/09 17:04:48,242140,190467,223208,145946,1172,1187,1123,2
2016/07/09 16:00:34,241444,190281,222743,145896,1172,1186,1121,2
2016/07/09 15:01:54,241368,191137,223428,145611,1171,1185,1121,2
2016/07/09 14:01:14,241624,191365,223348,145611,1170,1184,1121,2
2016/07/09 13:53:26,240694,191008,222939,145577,1170,1184,1121,2
2016/07/06 23:14:09,232477,189125,218252,142064,1158,1153,1097,3
2016/07/06 22:02:51,232075,188409,217864,141880,1158,1152,1097,3
2016/07/06 21:46:02,232095,188309,217834,141880,1158,1151,1097,3
2016/07/06 20:17:06,231165,187944,217425,141846,1158,1151,1097,3
2016/07/06 18:01:27,230876,187612,217386,141812,1158,1151,1097,3
2016/07/06 17:40:07,230876,187612,217386,141812,1158,1151,1097,3
2016/07/06 16:19:04,229975,187164,216942,141778,1158,1150,1097,3
2016/07/06 15:22:19,229945,187008,216901,141778,1158,1150,1096,3
2016/07/06 14:00:20,229766,186694,216657,141644,1157,1148,1095,3
2016/07/06 13:41:33,229871,186709,216627,141644,1157,1147,1095,3
2016/07/06 12:36:29,228626,186523,216218,141210,1157,1146,1093,2
2016/07/05 23:48:34,225726,185168,215013,140312,1155,1137,1089,2
2016/07/05 21:53:51,225726,185168,215013,140312,1155,1137,1089,2
2016/07/05 20:18:44,224796,184811,214604,140278,1155,1137,1089,2
2016/07/05 18:48:09,224518,184366,214540,140244,1155,1136,1089,2
2016/07/05 17:07:43,224277,184744,214135,140194,1155,1135,1088,2
2016/07/05 16:17:17,223999,184299,214071,140160,1155,1134,1088,2
2016/07/05 15:00:35,224019,184199,214041,140160,1155,1133,1088,2
2016/07/05 14:21:17,223310,184319,213482,140026,1154,1132,1087,2
2016/07/05 11:01:55,223160,184319,213482,140026,1154,1132,1087,2
2016/07/05 10:28:10,222250,183866,213043,139992,1154,1130,1087,2
2016/07/04 18:03:18,221972,183521,213009,139958,1154,1130,1087,2
2016/07/04 17:03:27,221972,183521,213009,139958,1154,1130,1087,2
2016/07/04 16:28:45,221972,183421,212979,139958,1154,1129,1087,2
2016/07/04 15:02:40,221042,183068,212570,139924,1154,1128,1087,2
2016/07/04 12:17:23,221042,183068,212570,139924,1154,1128,1087,2
2016/07/04 11:18:53,220764,182623,212506,139890,1154,1127,1087,2
2016/07/04 10:02:05,221123,183070,212426,139890,1153,1127,1087,2
2016/07/04 09:54:14,220193,182717,212017,139856,1153,1126,1087,2
2016/07/03 13:16:26,218162,181308,209740,139261,1152,1122,1085,2
2016/07/03 11:11:17,218202,181108,209680,139261,1152,1121,1085,2
2016/07/03 10:36:00,217251,180725,209252,139197,1152,1118,1085,2
2016/07/01 23:02:57,211857,179061,207248,137789,1146,1101,1080,2
2016/07/01 22:02:24,211996,178959,207096,137789,1146,1101,1080,2
2016/07/01 21:11:53,211125,178545,206624,137755,1146,1099,1080,2
2016/07/01 20:11:48,210887,178026,206508,137721,1146,1097,1080,2
2016/07/01 18:24:25,209957,177673,206099,137687,1146,1097,1080,2
2016/07/01 15:03:23,209189,176742,204715,137512,1146,1097,1075,2
2016/07/01 14:09:44,208671,176217,204334,137421,1146,1095,1074,2
2016/07/01 13:00:21,208435,175878,203937,137270,1146,1093,1072,2
2016/07/01 12:16:31,207989,175143,203581,137146,1145,1090,1071,2
2016/07/01 11:02:24,206669,175244,203562,136822,1143,1087,1068,2
2016/06/29 18:08:48,196642,174188,200014,133446,1131,1064,1064,3
2016/06/29 17:00:05,196451,173710,199503,133046,1131,1062,1059,2
2016/06/29 16:43:46,196793,174123,199473,133046,1131,1061,1059,2
2016/06/29 15:45:26,195901,173811,199068,133016,1131,1061,1059,2
2016/06/13 00:04:57,111926,126930,152960,114955,1079,826,980,2
2016/06/12 01:01:16,108669,125192,150909,114368,1076,815,981,2
2016/06/12 00:02:10,107890,124699,150778,114119,1075,813,981,2
2016/06/11 23:15:01,105972,123998,148921,113861,1075,811,980,2
2016/06/11 22:17:16,105992,123898,148891,113861,1075,810,980,2
2016/06/11 21:00:02,104037,123620,148901,113932,1075,813,981,2
2016/06/11 20:00:46,103548,123913,148299,113737,1074,816,978,2
2016/06/11 19:45:22,102629,123571,147886,113703,1074,815,978,2
2016/06/11 13:08:25,101455,122966,147111,113479,1073,813,977,2
2016/06/11 06:06:10,101395,122905,147036,113399,1073,810,976,2
2016/06/11 05:24:24,101438,123690,147864,113275,1071,807,976,2
2016/06/11 04:51:56,101458,123590,147834,113275,1071,807,976,2
2016/06/11 03:00:52,100238,123197,147395,113041,1070,804,976,2
2016/06/11 02:00:18,99312,122519,146540,112561,1069,799,975,2
2016/06/11 01:14:53,99346,122433,146456,112561,1069,798,975,2
2016/06/11 00:20:13,98218,122722,146661,112329,1068,795,976,2
2016/06/10 21:00:41,98238,122627,146560,112329,1068,793,976,2
2016/06/10 20:01:42,97727,121663,146037,112088,1068,792,974,2
2016/06/10 19:12:26,97219,122918,146098,112004,1068,792,973,2
2016/06/10 07:15:07,96941,122473,146034,111970,1068,792,973,2
2016/06/10 06:05:21,96329,122361,145629,111970,1068,791,973,2
2016/06/10 05:12:59,96416,122450,145385,111836,1067,790,972,2
2016/06/10 04:00:24,95486,122197,145006,111802,1067,790,972,2
2016/06/10 03:27:39,95455,122027,144946,111802,1067,788,972,2
2016/06/10 02:35:49,95197,121612,144903,111768,1067,790,972,2
2016/06/10 01:04:55,94202,121259,144494,111734,1067,790,972,2
2016/06/10 00:02:59,94171,121189,144464,111734,1067,789,972,2
2016/06/09 23:30:13,93961,120817,144400,111700,1067,788,972,2
2016/06/09 22:04:28,93031,120464,143991,111666,1067,787,972,2
2016/06/09 20:04:16,93131,120020,144147,110908,1067,789,970,0
2016/06/09 18:01:55,93139,119952,144117,110908,1067,789,970,0
2016/06/09 17:02:16,92619,120339,143658,110293,1066,796,965,0
2016/06/09 16:03:12,92369,119956,143148,110161,1066,796,964,0
2016/06/09 15:02:09,93188,120600,142670,111046,1065,795,976,3
2016/06/09 14:44:52,92258,120245,142258,111012,1065,795,976,3
2016/06/09 07:20:34,91880,119700,142094,110878,1065,794,975,3
2016/06/09 06:23:30,91918,120875,142834,110741,1063,791,972,3
2016/06/09 05:00:35,91186,120788,142425,110707,1063,791,972,3
2016/06/09 02:01:15,91206,120688,142395,110707,1063,790,972,3
2016/06/09 01:04:46,91115,120505,141635,110603,1062,788,967,3
2016/06/09 00:23:02,90272,120144,141076,110569,1062,790,967,3
2016/06/08 19:00:40,90288,120166,141066,110569,1062,790,967,3
2016/06/08 18:00:41,89386,119718,140527,110535,1062,789,967,3
2016/06/08 17:17:50,88849,118832,139900,110256,1061,787,965,3
2016/06/08 12:52:02,87303,118569,138782,110038,1061,786,965,3
2016/06/08 08:15:31,87025,118124,138718,110004,1061,785,965,3
2016/06/08 07:00:40,87078,117939,138634,110004,1061,785,965,3
2016/06/08 06:01:16,85989,118271,138977,109830,1060,782,964,3
2016/06/08 05:14:07,85814,117962,138527,109496,1059,780,961,2
2016/06/08 04:08:58,85831,117924,138396,109446,1058,779,960,2
2016/06/08 03:23:44,84921,117471,137957,109412,1058,778,960,2
2016/06/08 02:05:16,84744,117081,137583,109361,1058,782,960,2
2016/06/08 01:03:29,85217,117576,137247,109348,1058,783,959,2
2016/06/08 00:03:04,84437,117092,136764,109204,1058,783,959,2
2016/06/07 23:05:06,84159,116647,136700,109170,1058,783,959,2
2016/06/07 22:00:51,84199,116447,136640,109170,1058,782,959,2
2016/06/07 21:30:21,83186,116528,136024,108499,1057,779,957,1
2016/06/07 18:00:24,82284,116426,136207,108125,1054,775,953,1
2016/06/07 17:01:43,82788,116781,136147,108075,1054,774,952,1
2016/06/07 16:36:45,81758,116328,135638,107941,1054,774,951,1
2016/06/07 14:00:34,81994,116705,135558,107941,1053,773,951,1
2016/06/07 13:51:33,81077,116233,134660,107618,1053,772,948,1
2016/06/07 02:06:23,79637,115891,133729,107837,1053,770,949,2
2016/06/07 00:04:02,79547,115885,133645,107831,1053,770,949,2
2016/06/06 23:32:25,79131,115460,133555,107797,1053,770,949,2
2016/06/06 22:01:53,77891,115640,132850,107772,1053,766,949,1
2016/06/06 21:27:23,77506,114733,132749,107235,1053,766,947,1
2016/06/06 20:04:59,77506,114666,132725,107235,1053,765,947,1
2016/06/06 19:32:22,76443,114046,132016,107051,1053,765,947,1
2016/06/06 18:03:42,75489,113498,131602,106759,1052,761,946,1
2016/06/06 17:42:12,75484,113424,131563,106759,1052,760,946,1
2016/06/06 16:00:05,74338,112895,130808,106635,1051,758,946,1
2016/06/06 15:01:17,74123,113497,131087,106208,1050,753,943,1
2016/06/06 14:10:40,74143,113397,131057,106208,1050,752,943,1
2016/06/06 13:25:01,74535,113682,130947,106208,1049,752,943,1
2016/06/06 12:53:48,73605,113329,130538,106174,1049,752,943,1
2016/06/06 04:00:40,73728,113396,130233,106074,1049,748,942,1
2016/06/06 03:00:12,73634,113140,130175,106050,1049,748,942,1
2016/06/06 02:26:48,72704,112687,129736,106016,1049,747,942,1
2016/06/06 00:01:30,72996,112988,130022,106046,1049,747,944,1
2016/06/05 23:14:19,71829,112272,129214,105842,1048,743,941,1
2016/06/05 22:04:26,71829,112272,129214,105842,1048,743,941,1
2016/06/05 21:07:08,71626,111778,129152,105868,1048,742,943,1
2016/06/05 20:00:42,71723,112786,129955,105748,1047,741,943,1
2016/06/05 19:24:38,70867,112235,129208,105514,1047,740,942,1
2016/06/05 09:04:49,71072,112452,129128,105514,1046,740,942,1
2016/06/05 08:43:44,70893,112140,129064,105480,1046,739,942,1
2016/06/05 07:03:23,70615,111695,129000,105446,1046,739,942,1
2016/06/05 06:17:54,70002,111620,128495,105346,1046,738,941,1
2016/06/05 05:30:18,69724,111175,128431,105312,1046,738,941,1
2016/06/05 04:18:22,69764,110975,128371,105312,1046,738,941,1
2016/06/05 03:32:50,68834,110622,127962,105278,1046,737,941,1
2016/06/05 02:00:10,68874,110422,127902,105278,1046,736,941,1
2016/06/05 01:21:19,68596,109977,127838,105244,1046,735,941,1
2016/06/05 00:03:46,67686,109524,127399,105210,1046,735,941,1
2016/06/04 22:00:23,67428,108979,127305,105176,1046,734,941,1
2016/06/04 21:18:49,67498,108819,127212,105176,1046,733,941,1
2016/06/04 20:08:33,66552,108714,127174,105052,1046,732,946,5
2016/06/04 19:01:12,66244,108119,127030,104968,1045,732,945,5
2016/06/04 18:00:29,66284,107919,126970,104968,1045,731,945,5
2016/06/04 17:30:37,65823,108123,126486,104880,1045,730,944,5
2016/06/04 16:00:25,65935,108254,126462,104860,1045,728,944,5
2016/06/04 15:01:59,64552,108321,125932,104527,1044,725,938,2
2016/06/04 14:00:02,64168,109510,126279,104166,1041,720,938,2
2016/06/04 13:51:19,63436,109423,125870,104132,1041,720,938,2
2016/06/04 03:02:01,62840,109215,125585,104032,1041,719,937,2
2016/06/04 02:23:26,62562,108770,125521,103998,1041,719,937,2
2016/06/04 01:15:18,62637,108607,125447,103998,1041,719,937,2
2016/06/04 00:10:24,61736,108165,125004,103964,1041,718,937,2
2016/06/03 23:12:30,61478,107620,124910,103930,1041,717,937,2
2016/06/03 22:00:54,61518,107520,124880,103930,1041,716,937,2
2016/06/03 21:21:03,60588,107067,124441,103896,1041,715,937,2
2016/06/03 20:15:25,60330,106522,124347,103862,1041,714,937,2
2016/06/03 19:25:22,60407,106355,124209,103861,1041,713,937,2
2016/06/03 18:25:24,59576,105977,123749,103831,1041,712,937,2
2016/06/03 17:13:23,59346,105577,123689,103801,1041,711,937,2
2016/06/03 16:01:21,59125,105295,123457,103621,1040,710,938,2
2016/06/03 15:00:52,59708,109045,126443,103541,1039,707,942,2
2016/06/03 14:51:28,59030,109246,125988,103511,1038,707,942,2
2016/06/03 03:06:42,59378,109046,126504,103511,1038,705,942,2
2016/06/03 02:00:24,60162,110478,128547,103601,1038,710,958,14
2016/06/03 01:00:26,59425,110457,128200,103417,1037,709,958,11
2016/06/03 00:24:30,59264,110215,127823,103217,1037,712,954,9
2016/06/02 23:24:07,59256,110007,127970,103187,1037,716,954,9
2016/06/02 22:01:25,58834,110299,126691,102255,1037,723,954,0
2016/06/02 21:00:02,59559,110873,126580,101861,1037,723,954,1
2016/06/02 20:00:08,60195,111551,126114,101728,1036,724,958,4
2016/06/02 19:03:56,60417,111795,125918,101469,1036,730,956,4
2016/06/02 01:00:58,59638,112330,127963,100705,1033,734,951,4
2016/06/02 00:06:20,61805,113875,130401,101650,1033,746,951,4
2016/06/01 23:00:35,61684,112991,129295,100516,1032,750,947,4
2016/06/01 22:04:28,61554,112969,129070,100474,1032,753,947,4
2016/06/01 21:15:13,60719,112686,128232,100433,1032,753,947,4
2016/06/01 20:00:10,60719,112148,127221,100258,1031,754,940,4
2016/06/01 19:00:35,60479,111729,126280,99848,1031,749,934,3
2016/06/01 18:48:04,59406,110644,125935,99848,1031,744,933,3
2016/06/01 10:44:23,58339,110048,125333,99624,1030,743,932,3
2016/06/01 05:00:38,58679,111966,126616,99564,1028,740,934,3
2016/06/01 04:13:22,58602,111582,126663,99530,1028,742,934,3
2016/06/01 03:00:02,64754,114495,134028,100911,1028,760,934,3
2016/06/01 02:00:33,69528,117004,138891,101578,1028,779,934,3
2016/06/01 01:01:13,68762,116704,138764,101344,1027,778,934,3
2016/06/01 00:02:28,67057,116211,137603,101255,1027,776,930,3
2016/05/31 20:03:36,65597,115454,136864,100671,1027,776,928,2
2016/05/31 19:21:36,65637,115254,136804,100671,1027,774,928,2
2016/05/31 18:01:45,65395,114731,136701,100637,1027,773,928,2
2016/05/31 17:03:07,64777,114716,136033,100403,1026,772,925,2
2016/05/31 13:00:10,64826,117076,138820,101069,1025,771,956,21
2016/05/31 12:00:44,64885,116346,138434,100639,1023,771,949,19
2016/05/31 11:48:31,64054,116122,138025,100605,1023,771,949,19
2016/05/31 03:08:49,64021,115676,138329,100571,1023,771,949,19
